card_id,customer_id,card_type,credit_limit,available_limit,issue_date,expiry_date
14922,7474,Classic,117189,69421,2025-04-26,2030-04-25
14923,7474,Classic,65367,56003,2026-02-16,2031-02-15
14924,7475,Classic,58612,52029,2023-03-23,2028-03-21
14925,7476,Classic,86604,56301,2026-06-11,2031-06-10
14926,7476,Classic,128431,50521,2026-07-07,2031-07-06
14927,7476,Classic,63735,27183,2026-05-23,2031-05-22
14928,7477,Gold,193534,173603,2025-06-15,2030-06-14
14929,7478,Classic,50966,29523,2024-11-20,2029-11-19
14930,7478,Classic,67189,65116,2026-04-02,2031-04-01
14931,7479,Classic,134847,49912,2024-08-08,2029-08-07
14932,7480,Classic,108690,34830,2026-04-13,2031-04-12
14933,7480,Classic,73295,68076,2026-02-03,2031-02-02
14934,7481,Classic,229480,151344,2026-05-10,2031-05-09
14935,7482,Classic,120802,106109,2025-10-14,2030-10-13
14936,7482,Gold,260178,121767,2021-04-07,2026-04-06
14937,7482,Classic,208660,119914,2024-02-04,2029-02-02
14938,7483,Classic,65250,44547,2025-11-23,2030-11-22
14939,7484,Gold,753767,701688,2022-05-24,2027-05-23
14940,7484,Gold,759704,643401,2021-09-18,2026-09-17
14941,7485,Classic,51269,37932,2025-03-11,2030-03-10
14942,7486,Classic,111146,35781,2021-06-20,2026-06-19
14943,7487,Classic,128900,125021,2026-04-05,2031-04-04
14944,7488,Gold,116891,64624,2026-05-26,2031-05-25
14945,7489,Gold,381841,216771,2022-11-18,2027-11-17
14946,7489,Gold,339406,158268,2025-05-06,2030-05-05
14947,7490,Classic,54192,27832,2023-06-19,2028-06-17
14948,7490,Classic,124145,122790,2026-05-23,2031-05-22
14949,7490,Classic,128217,79324,2021-01-29,2026-01-28
14950,7491,Classic,149033,81048,2026-06-05,2031-06-04
14951,7492,Platinum,343183,329788,2026-01-07,2031-01-06
14952,7492,Gold,727798,429618,2022-06-25,2027-06-24
14953,7493,Platinum,559696,242789,2019-06-30,2024-06-28
14954,7494,Classic,54761,34931,2025-01-18,2030-01-17
14955,7494,Classic,56365,54356,2020-10-05,2025-10-04
14956,7495,Gold,527491,265567,2023-06-28,2028-06-26
14957,7495,Platinum,419899,252310,2024-09-27,2029-09-26
14958,7495,Gold,490012,161275,2026-07-05,2031-07-04
14959,7496,Gold,286189,135006,2025-08-01,2030-07-31
14960,7497,Gold,470634,176964,2025-07-04,2030-07-03
14961,7497,Gold,463739,441211,2026-03-22,2031-03-21
14962,7498,Business,1050645,824118,2026-05-13,2031-05-12
14963,7498,Platinum,874439,643159,2025-12-15,2030-12-14
14964,7499,Gold,724744,599745,2022-01-14,2027-01-13
14965,7499,Platinum,352688,160054,2024-02-10,2029-02-08
14966,7499,Gold,644733,259256,2026-06-01,2031-05-31
14967,7500,Gold,216163,118067,2020-06-06,2025-06-05
14968,7501,Classic,88458,26544,2026-02-11,2031-02-10
14969,7502,Classic,62237,60464,2019-06-18,2024-06-16
14970,7502,Classic,94298,83287,2019-05-23,2024-05-21
14971,7503,Gold,162615,79782,2025-07-08,2030-07-07
14972,7503,Classic,158273,151730,2025-04-09,2030-04-08
14973,7504,Gold,646520,465263,2023-03-03,2028-03-01
14974,7504,Platinum,551928,311304,2026-07-16,2031-07-15
14975,7505,Classic,129300,52051,2020-02-26,2025-02-24
14976,7506,Gold,232217,74759,2024-07-25,2029-07-24
14977,7506,Classic,107252,104608,2023-12-27,2028-12-25
14978,7506,Gold,126731,89379,2025-04-13,2030-04-12
14979,7507,Classic,113981,81455,2025-10-07,2030-10-06
14980,7508,Classic,143502,83692,2026-05-16,2031-05-15
14981,7509,Gold,639940,255566,2020-06-23,2025-06-22
14982,7509,Platinum,505168,341721,2025-11-07,2030-11-06
14983,7510,Classic,159021,123406,2024-11-28,2029-11-27
14984,7511,Classic,97284,96145,2025-10-12,2030-10-11
14985,7511,Classic,100922,67968,2022-04-05,2027-04-04
14986,7512,Classic,57687,23707,2021-04-14,2026-04-13
14987,7512,Classic,149978,129613,2020-12-20,2025-12-19
14988,7512,Classic,68408,34521,2025-06-12,2030-06-11
14989,7513,Classic,62441,43327,2026-02-01,2031-01-31
14990,7514,Classic,257298,214107,2024-09-28,2029-09-27
14991,7514,Classic,206422,66073,2025-12-02,2030-12-01
14992,7515,Classic,113780,79885,2026-06-04,2031-06-03
14993,7515,Classic,109826,77976,2025-06-09,2030-06-08
14994,7515,Classic,147383,120022,2025-11-12,2030-11-11
14995,7516,Classic,110486,95163,2025-09-04,2030-09-03
14996,7517,Classic,52739,34208,2025-08-19,2030-08-18
14997,7517,Classic,62339,44355,2024-09-02,2029-09-01
14998,7517,Classic,136753,60078,2023-08-02,2028-07-31
14999,7518,Gold,151453,141559,2026-01-06,2031-01-05
15000,7518,Gold,190643,168596,2026-06-25,2031-06-24
15001,7518,Gold,143166,44280,2025-01-31,2030-01-30
15002,7519,Classic,167394,161015,2025-12-09,2030-12-08
15003,7520,Gold,121058,40232,2023-03-30,2028-03-28
15004,7520,Classic,200520,149117,2020-03-20,2025-03-19
15005,7520,Classic,174528,116306,2025-06-11,2030-06-10
15006,7521,Classic,61585,35024,2026-05-17,2031-05-16
15007,7521,Classic,68698,67964,2026-03-31,2031-03-30
15008,7522,Classic,65072,64493,2026-03-10,2031-03-09
15009,7522,Classic,88723,48709,2026-02-02,2031-02-01
15010,7522,Classic,58444,36970,2025-02-08,2030-02-07
15011,7523,Gold,193095,61945,2026-05-17,2031-05-16
15012,7523,Classic,113039,52935,2026-05-13,2031-05-12
15013,7524,Gold,523624,462608,2025-01-04,2030-01-03
15014,7524,Platinum,459913,384635,2025-04-01,2030-03-31
15015,7524,Gold,465221,362244,2020-10-30,2025-10-29
15016,7525,Classic,217723,101753,2025-04-17,2030-04-16
15017,7525,Gold,153248,100084,2026-02-13,2031-02-12
15018,7526,Gold,319934,301323,2025-08-24,2030-08-23
15019,7526,Gold,596481,451944,2026-02-23,2031-02-22
15020,7526,Gold,436876,300617,2025-10-02,2030-10-01
15021,7527,Classic,84618,71900,2026-02-09,2031-02-08
15022,7528,Gold,215855,75557,2023-10-02,2028-09-30
15023,7528,Classic,151933,100411,2021-09-24,2026-09-23
15024,7529,Gold,177490,67972,2025-10-25,2030-10-24
15025,7530,Classic,212169,66993,2025-12-17,2030-12-16
15026,7530,Classic,145471,91220,2025-09-25,2030-09-24
15027,7531,Classic,92336,87211,2024-01-20,2029-01-18
15028,7532,Classic,74668,39085,2023-11-08,2028-11-06
15029,7533,Gold,535985,381657,2025-08-19,2030-08-18
15030,7533,Gold,397889,134132,2024-08-27,2029-08-26
15031,7533,Platinum,456850,173369,2024-12-02,2029-12-01
15032,7534,Classic,84852,69951,2022-06-02,2027-06-01
15033,7534,Classic,62611,44235,2021-06-16,2026-06-15
15034,7535,Classic,130485,43886,2019-12-29,2024-12-27
15035,7536,Gold,245350,116786,2019-12-20,2024-12-18
15036,7536,Classic,216814,114308,2024-12-07,2029-12-06
15037,7537,Classic,155387,145594,2020-02-16,2025-02-14
15038,7537,Gold,262119,243938,2023-10-19,2028-10-17
15039,7537,Classic,106894,103263,2022-11-22,2027-11-21
15040,7538,Classic,135422,127259,2026-07-15,2031-07-14
15041,7539,Classic,64298,28242,2020-09-17,2025-09-16
15042,7539,Classic,100170,67392,2024-09-22,2029-09-21
15043,7540,Platinum,677934,417705,2026-06-05,2031-06-04
15044,7540,Platinum,497144,285307,2025-11-25,2030-11-24
15045,7541,Classic,100123,52262,2020-03-09,2025-03-08
15046,7541,Classic,56257,53254,2025-12-01,2030-11-30
15047,7542,Gold,115196,44749,2024-07-12,2029-07-11
15048,7542,Gold,164962,153597,2024-12-07,2029-12-06
15049,7543,Classic,193371,180827,2025-05-15,2030-05-14
15050,7543,Classic,252075,227390,2026-01-22,2031-01-21
15051,7543,Classic,234910,183700,2026-06-16,2031-06-15
15052,7544,Classic,68907,54814,2025-08-25,2030-08-24
15053,7545,Gold,128067,71303,2024-09-14,2029-09-13
15054,7545,Classic,238598,111720,2022-01-16,2027-01-15
15055,7546,Classic,68475,21276,2022-08-07,2027-08-06
15056,7546,Classic,74334,66378,2023-07-18,2028-07-16
15057,7547,Platinum,476867,438978,2025-06-18,2030-06-17
15058,7547,Gold,581397,574216,2025-09-23,2030-09-22
15059,7547,Gold,751464,262478,2021-06-17,2026-06-16
15060,7548,Classic,119479,62733,2023-08-28,2028-08-26
15061,7548,Classic,94415,53851,2023-11-13,2028-11-11
15062,7549,Classic,114092,62972,2025-05-21,2030-05-20
15063,7550,Classic,56957,31963,2022-12-10,2027-12-09
15064,7551,Platinum,309731,120340,2026-03-17,2031-03-16
15065,7551,Platinum,634153,439154,2025-12-15,2030-12-14
15066,7551,Platinum,715103,425214,2026-02-03,2031-02-02
15067,7552,Gold,664932,560519,2026-03-22,2031-03-21
15068,7552,Gold,604965,520541,2024-03-27,2029-03-26
15069,7552,Gold,685065,214630,2026-06-12,2031-06-11
15070,7553,Classic,228347,95124,2026-04-21,2031-04-20
15071,7553,Gold,109176,79150,2024-03-20,2029-03-19
15072,7554,Classic,149551,85043,2026-06-14,2031-06-13
15073,7554,Classic,142623,79138,2025-12-31,2030-12-30
15074,7555,Classic,127476,53493,2024-05-27,2029-05-26
15075,7556,Classic,116825,94632,2020-09-11,2025-09-10
15076,7556,Classic,111711,60678,2025-08-02,2030-08-01
15077,7557,Classic,82202,32291,2023-12-26,2028-12-24
15078,7557,Classic,147663,93143,2023-05-31,2028-05-29
15079,7557,Classic,114925,90131,2023-09-13,2028-09-11
15080,7558,Classic,128572,99105,2026-06-05,2031-06-04
15081,7558,Classic,123819,86576,2024-03-24,2029-03-23
15082,7558,Classic,146581,97574,2024-08-27,2029-08-26
15083,7559,Classic,287694,211053,2025-09-04,2030-09-03
15084,7560,Classic,84664,40364,2023-09-10,2028-09-08
15085,7561,Classic,149979,133648,2022-05-05,2027-05-04
15086,7561,Classic,249677,85464,2021-01-25,2026-01-24
15087,7562,Platinum,512598,322151,2023-11-20,2028-11-18
15088,7562,Gold,784400,513779,2023-11-25,2028-11-23
15089,7563,Classic,90395,39648,2024-12-20,2029-12-19
15090,7564,Classic,102058,98559,2024-10-12,2029-10-11
15091,7565,Classic,69701,58743,2022-05-13,2027-05-12
15092,7565,Classic,100416,41376,2022-05-19,2027-05-18
15093,7565,Classic,54376,39526,2022-01-01,2026-12-31
15094,7566,Classic,252833,102921,2025-08-02,2030-08-01
15095,7566,Gold,101948,51574,2025-06-22,2030-06-21
15096,7566,Gold,148781,75795,2025-12-02,2030-12-01
15097,7567,Classic,215719,130343,2026-01-15,2031-01-14
15098,7567,Classic,221240,131746,2026-06-21,2031-06-20
15099,7568,Classic,58831,31926,2026-05-17,2031-05-16
15100,7568,Classic,118882,70108,2025-03-20,2030-03-19
15101,7568,Classic,87649,31213,2026-02-27,2031-02-26
15102,7569,Business,1809876,793193,2022-05-19,2027-05-18
15103,7570,Classic,208541,95155,2024-04-23,2029-04-22
15104,7570,Classic,128482,76155,2025-10-25,2030-10-24
15105,7571,Platinum,785072,414382,2026-04-10,2031-04-09
15106,7571,Gold,533430,267493,2025-10-23,2030-10-22
15107,7572,Classic,120605,99289,2020-09-14,2025-09-13
15108,7572,Classic,146073,88884,2020-02-06,2025-02-04
15109,7573,Classic,86774,80087,2025-08-03,2030-08-02
15110,7573,Classic,95742,83452,2025-10-09,2030-10-08
15111,7574,Classic,75427,26836,2025-10-26,2030-10-25
15112,7574,Classic,101960,97677,2025-12-24,2030-12-23
15113,7575,Business,1169357,774982,2025-12-20,2030-12-19
15114,7575,Business,1285268,881995,2026-01-22,2031-01-21
15115,7575,Platinum,828928,820610,2025-10-24,2030-10-23
15116,7576,Gold,158613,119517,2022-07-01,2027-06-30
15117,7576,Classic,111887,49894,2025-09-27,2030-09-26
15118,7576,Gold,243394,168938,2024-01-20,2029-01-18
15119,7577,Classic,103031,79867,2024-04-02,2029-04-01
15120,7577,Classic,51281,49402,2021-08-13,2026-08-12
15121,7578,Gold,766635,507445,2021-08-05,2026-08-04
15122,7578,Gold,566472,528442,2023-04-04,2028-04-02
15123,7578,Gold,693769,559923,2020-06-26,2025-06-25
15124,7579,Gold,174536,105070,2025-02-19,2030-02-18
15125,7580,Classic,245685,211817,2023-10-08,2028-10-06
15126,7580,Classic,213306,81188,2024-01-17,2029-01-15
15127,7580,Gold,153798,80519,2025-07-27,2030-07-26
15128,7581,Platinum,317817,308081,2022-08-24,2027-08-23
15129,7581,Platinum,414048,351718,2023-01-27,2028-01-26
15130,7581,Gold,340995,170955,2022-12-29,2027-12-28
15131,7582,Classic,280760,108787,2023-12-14,2028-12-12
15132,7582,Classic,149803,104108,2024-06-27,2029-06-26
15133,7582,Classic,139768,119193,2024-10-14,2029-10-13
15134,7583,Classic,236340,72714,2025-12-15,2030-12-14
15135,7583,Gold,188961,58458,2025-03-24,2030-03-23
15136,7583,Classic,100861,99025,2025-12-04,2030-12-03
15137,7584,Classic,172662,126205,2024-08-26,2029-08-25
15138,7584,Classic,271581,102683,2024-09-02,2029-09-01
15139,7584,Gold,175033,116745,2025-11-01,2030-10-31
15140,7585,Classic,126104,62069,2021-11-18,2026-11-17
15141,7585,Classic,75898,59525,2023-03-13,2028-03-11
15142,7586,Platinum,590970,227496,2024-06-21,2029-06-20
15143,7586,Gold,760214,473290,2025-09-23,2030-09-22
15144,7586,Platinum,640250,261015,2025-06-06,2030-06-05
15145,7587,Classic,133315,103876,2021-03-24,2026-03-23
15146,7587,Classic,123173,46806,2022-03-13,2027-03-12
15147,7587,Classic,95266,55782,2025-07-09,2030-07-08
15148,7588,Classic,97847,95395,2026-01-07,2031-01-06
15149,7588,Classic,54479,27805,2026-05-04,2031-05-03
15150,7588,Classic,76227,48920,2020-07-23,2025-07-22
15151,7589,Classic,103489,37776,2024-01-15,2029-01-13
15152,7589,Classic,82027,57615,2024-03-10,2029-03-09
15153,7590,Classic,290309,211233,2025-01-13,2030-01-12
15154,7590,Gold,205818,65241,2026-02-13,2031-02-12
15155,7591,Platinum,462409,452166,2024-01-04,2029-01-02
15156,7592,Gold,141907,96788,2026-01-17,2031-01-16
15157,7593,Platinum,578267,440244,2020-06-08,2025-06-07
15158,7593,Gold,301992,179333,2020-12-13,2025-12-12
15159,7593,Gold,430118,175212,2026-06-15,2031-06-14
15160,7594,Business,1926226,734183,2026-04-25,2031-04-24
15161,7594,Platinum,1913767,1645205,2022-12-21,2027-12-20
15162,7595,Classic,216452,122972,2026-05-01,2031-04-30
15163,7595,Gold,266252,228595,2026-01-22,2031-01-21
15164,7595,Classic,298399,104687,2025-12-31,2030-12-30
15165,7596,Gold,715647,311077,2020-10-01,2025-09-30
15166,7596,Platinum,638820,462646,2023-05-21,2028-05-19
15167,7596,Gold,443599,356267,2025-12-15,2030-12-14
15168,7597,Gold,165517,127454,2026-05-02,2031-05-01
15169,7597,Gold,164247,157740,2024-07-31,2029-07-30
15170,7597,Gold,254680,211823,2023-11-16,2028-11-14
15171,7598,Classic,81846,75427,2026-03-03,2031-03-02
15172,7598,Classic,55601,45428,2025-02-24,2030-02-23
15173,7598,Classic,132881,79252,2025-05-24,2030-05-23
15174,7599,Classic,62993,24500,2024-01-03,2029-01-01
15175,7599,Classic,106598,52857,2024-05-18,2029-05-17
15176,7599,Classic,56813,42523,2021-11-07,2026-11-06
15177,7600,Classic,58456,55284,2023-12-13,2028-12-11
15178,7600,Classic,100556,94550,2024-05-05,2029-05-04
15179,7601,Classic,86300,72011,2026-04-13,2031-04-12
15180,7602,Classic,123578,37187,2026-05-14,2031-05-13
15181,7603,Gold,214694,91983,2026-04-20,2031-04-19
15182,7603,Classic,109738,106562,2025-11-19,2030-11-18
15183,7604,Gold,133596,77429,2024-12-18,2029-12-17
15184,7605,Business,1445022,961769,2023-09-07,2028-09-05
15185,7605,Business,1644511,883044,2021-06-02,2026-06-01
15186,7605,Platinum,1740937,1664260,2026-05-10,2031-05-09
15187,7606,Classic,142095,51832,2026-02-02,2031-02-01
15188,7606,Classic,79014,76328,2025-07-30,2030-07-29
15189,7606,Classic,109257,92964,2025-07-20,2030-07-19
15190,7607,Gold,668835,418761,2026-03-16,2031-03-15
15191,7607,Gold,620455,527007,2025-08-24,2030-08-23
15192,7608,Classic,133967,48875,2020-09-18,2025-09-17
15193,7608,Classic,103430,37482,2025-02-27,2030-02-26
15194,7608,Classic,97151,91340,2020-02-04,2025-02-02
15195,7609,Classic,141493,96564,2023-05-17,2028-05-15
15196,7609,Classic,134464,69083,2025-12-10,2030-12-09
15197,7610,Gold,285693,149587,2024-12-04,2029-12-03
15198,7610,Classic,224682,164798,2025-02-05,2030-02-04
15199,7611,Classic,116479,70641,2023-05-25,2028-05-23
15200,7611,Classic,79023,46162,2025-07-23,2030-07-22
15201,7612,Classic,113132,98946,2026-05-17,2031-05-16
15202,7612,Classic,123774,55232,2026-07-13,2031-07-12
15203,7613,Classic,94459,58970,2025-11-04,2030-11-03
15204,7613,Classic,59661,53007,2022-07-24,2027-07-23
15205,7613,Classic,107646,70518,2022-11-10,2027-11-09
15206,7614,Classic,74917,72189,2025-08-15,2030-08-14
15207,7614,Classic,54919,34959,2026-01-07,2031-01-06
15208,7615,Classic,84993,46756,2026-02-04,2031-02-03
15209,7616,Classic,96059,79926,2025-10-18,2030-10-17
15210,7617,Gold,381477,177641,2025-10-24,2030-10-23
15211,7617,Platinum,725728,488793,2020-07-17,2025-07-16
15212,7618,Platinum,713916,522305,2024-12-07,2029-12-06
15213,7619,Classic,204323,89719,2026-04-07,2031-04-06
15214,7619,Classic,161380,105844,2026-04-14,2031-04-13
15215,7619,Gold,154610,146529,2025-11-19,2030-11-18
15216,7620,Classic,50334,29700,2026-06-15,2031-06-14
15217,7621,Classic,89848,40970,2025-09-26,2030-09-25
15218,7621,Classic,83483,30944,2022-06-27,2027-06-26
15219,7621,Classic,107284,104133,2023-05-30,2028-05-28
15220,7622,Gold,183577,96887,2020-12-28,2025-12-27
15221,7623,Classic,118682,89763,2026-03-28,2031-03-27
15222,7624,Gold,100807,95257,2025-08-25,2030-08-24
15223,7625,Classic,263747,133289,2024-04-29,2029-04-28
15224,7625,Classic,161580,65238,2024-12-05,2029-12-04
15225,7625,Gold,108461,54357,2026-03-22,2031-03-21
15226,7626,Platinum,716463,407426,2025-07-23,2030-07-22
15227,7626,Platinum,395216,306765,2025-12-30,2030-12-29
15228,7626,Gold,334581,332987,2026-02-12,2031-02-11
15229,7627,Classic,108760,80396,2024-02-10,2029-02-08
15230,7627,Classic,91856,58671,2022-10-04,2027-10-03
15231,7628,Gold,155623,129864,2022-01-03,2027-01-02
15232,7628,Classic,245553,92340,2023-09-08,2028-09-06
15233,7629,Platinum,651083,587604,2024-09-19,2029-09-18
15234,7630,Classic,101680,38279,2023-02-28,2028-02-27
15235,7631,Gold,225526,122754,2025-04-13,2030-04-12
15236,7631,Gold,130355,45763,2026-06-22,2031-06-21
15237,7632,Gold,101737,34280,2026-04-18,2031-04-17
15238,7632,Gold,199491,90370,2026-01-12,2031-01-11
15239,7632,Gold,276697,100530,2023-04-18,2028-04-16
15240,7633,Classic,75385,27811,2024-03-03,2029-03-02
15241,7633,Classic,99606,83079,2023-11-15,2028-11-13
15242,7633,Classic,140821,63810,2024-07-25,2029-07-24
15243,7634,Classic,140914,91363,2024-03-28,2029-03-27
15244,7634,Classic,128751,99314,2023-02-27,2028-02-26
15245,7635,Classic,233763,92311,2025-04-27,2030-04-26
15246,7635,Gold,155816,76909,2022-11-29,2027-11-28
15247,7635,Gold,262477,197114,2026-07-05,2031-07-04
15248,7636,Classic,93568,83576,2020-09-12,2025-09-11
15249,7636,Classic,84453,51103,2023-11-30,2028-11-28
15250,7637,Classic,122953,61859,2024-06-13,2029-06-12
15251,7638,Classic,209555,68475,2026-06-15,2031-06-14
15252,7638,Gold,150949,76147,2026-06-15,2031-06-14
15253,7639,Classic,132529,80429,2024-07-23,2029-07-22
15254,7639,Classic,127120,90598,2024-10-03,2029-10-02
15255,7639,Classic,145149,50121,2025-01-29,2030-01-28
15256,7640,Classic,234714,192639,2025-03-30,2030-03-29
15257,7640,Gold,235666,216444,2025-01-22,2030-01-21
15258,7640,Classic,175614,66837,2023-09-16,2028-09-14
15259,7641,Classic,75292,50048,2025-01-07,2030-01-06
15260,7641,Classic,90082,61524,2023-11-17,2028-11-15
15261,7642,Platinum,474925,197683,2023-02-20,2028-02-19
15262,7642,Gold,720476,605757,2021-11-09,2026-11-08
15263,7643,Gold,775961,485634,2025-06-17,2030-06-16
15264,7643,Platinum,621108,215966,2023-07-23,2028-07-21
15265,7644,Classic,135846,120356,2024-04-29,2029-04-28
15266,7645,Classic,128729,123364,2022-02-08,2027-02-07
15267,7646,Classic,88575,40691,2025-02-28,2030-02-27
15268,7646,Classic,139981,63401,2026-06-20,2031-06-19
15269,7646,Classic,75860,40759,2023-09-04,2028-09-02
15270,7647,Platinum,473203,372398,2025-11-27,2030-11-26
15271,7647,Gold,782185,277562,2025-05-03,2030-05-02
15272,7647,Platinum,397275,298823,2025-05-20,2030-05-19
15273,7648,Classic,149061,117727,2026-05-20,2031-05-19
15274,7648,Classic,67186,36508,2025-08-28,2030-08-27
15275,7649,Platinum,635877,300727,2025-06-16,2030-06-15
15276,7650,Gold,217111,203251,2024-10-19,2029-10-18
15277,7650,Classic,215883,84084,2025-08-09,2030-08-08
15278,7651,Classic,64307,22739,2025-09-01,2030-08-31
15279,7651,Classic,62981,34369,2023-01-13,2028-01-12
15280,7651,Classic,113659,93791,2023-01-30,2028-01-29
15281,7652,Classic,113781,113590,2026-02-07,2031-02-06
15282,7652,Classic,126023,123845,2024-11-20,2029-11-19
15283,7653,Classic,147436,61088,2024-04-24,2029-04-23
15284,7653,Classic,85561,82702,2024-09-20,2029-09-19
15285,7653,Classic,112841,62441,2022-10-28,2027-10-27
15286,7654,Classic,127247,93443,2023-08-20,2028-08-18
15287,7654,Classic,91105,48855,2022-08-22,2027-08-21
15288,7655,Classic,134650,44341,2025-01-13,2030-01-12
15289,7655,Gold,187682,125502,2022-12-29,2027-12-28
15290,7656,Classic,71395,56682,2024-06-30,2029-06-29
15291,7656,Classic,89077,40051,2023-03-11,2028-03-09
15292,7656,Classic,99423,88398,2025-02-20,2030-02-19
15293,7657,Classic,65870,35197,2025-02-07,2030-02-06
15294,7657,Classic,100709,94031,2024-09-25,2029-09-24
15295,7658,Gold,232699,228231,2023-11-20,2028-11-18
15296,7658,Gold,257947,79522,2023-06-01,2028-05-30
15297,7659,Classic,117923,90934,2022-10-04,2027-10-03
15298,7659,Classic,124035,47527,2025-08-05,2030-08-04
15299,7659,Classic,66017,55144,2026-04-04,2031-04-03
15300,7660,Classic,92408,66000,2024-01-14,2029-01-12
15301,7660,Classic,147764,139334,2026-06-24,2031-06-23
15302,7660,Classic,129941,45920,2025-02-26,2030-02-25
15303,7661,Gold,176291,87019,2020-01-20,2025-01-18
15304,7661,Gold,173095,76341,2023-11-04,2028-11-02
15305,7661,Gold,113971,93531,2023-03-18,2028-03-16
15306,7662,Platinum,457368,280180,2026-04-12,2031-04-11
15307,7663,Classic,112969,107384,2022-12-12,2027-12-11
15308,7663,Classic,58355,21497,2024-01-05,2029-01-03
15309,7664,Business,1329625,881302,2023-01-12,2028-01-11
15310,7664,Platinum,1952609,1582461,2026-03-22,2031-03-21
15311,7664,Business,914951,753027,2026-03-20,2031-03-19
15312,7665,Classic,260862,142663,2025-01-22,2030-01-21
15313,7665,Classic,166204,99908,2025-07-01,2030-06-30
15314,7666,Platinum,1741273,1667716,2022-10-28,2027-10-27
15315,7667,Gold,419740,290625,2024-06-08,2029-06-07
15316,7668,Classic,277200,88036,2025-12-30,2030-12-29
15317,7668,Gold,240231,201779,2026-04-15,2031-04-14
15318,7669,Gold,100111,91596,2024-05-12,2029-05-11
15319,7669,Gold,107707,46246,2024-05-16,2029-05-15
15320,7670,Classic,257451,241841,2026-06-22,2031-06-21
15321,7671,Classic,101601,89704,2023-09-18,2028-09-16
15322,7672,Gold,281302,164207,2024-02-12,2029-02-10
15323,7672,Gold,164180,61311,2025-09-22,2030-09-21
15324,7672,Gold,226455,85512,2026-05-30,2031-05-29
15325,7673,Gold,147525,97515,2021-02-21,2026-02-20
15326,7673,Gold,291658,202746,2020-10-20,2025-10-19
15327,7673,Gold,118350,88425,2025-04-21,2030-04-20
15328,7674,Classic,123624,88510,2023-08-19,2028-08-17
15329,7675,Classic,163383,50370,2025-10-14,2030-10-13
15330,7676,Classic,147546,98012,2026-01-06,2031-01-05
15331,7677,Classic,139763,122533,2023-01-25,2028-01-24
15332,7678,Platinum,458942,151956,2025-10-10,2030-10-09
15333,7678,Platinum,510973,361174,2023-05-17,2028-05-15
15334,7678,Platinum,724233,649836,2023-05-24,2028-05-22
15335,7679,Platinum,537244,177066,2026-05-27,2031-05-26
15336,7679,Platinum,417963,332034,2024-05-25,2029-05-24
15337,7680,Classic,82564,78320,2025-08-04,2030-08-03
15338,7680,Classic,123812,122318,2025-10-02,2030-10-01
15339,7681,Classic,63524,27704,2026-03-28,2031-03-27
15340,7681,Classic,135558,101625,2025-08-12,2030-08-11
15341,7682,Gold,325373,239398,2026-03-27,2031-03-26
15342,7682,Gold,744514,263334,2023-07-18,2028-07-16
15343,7683,Gold,753004,487555,2025-09-25,2030-09-24
15344,7683,Platinum,781237,766711,2023-07-21,2028-07-19
15345,7683,Gold,579254,178574,2024-06-25,2029-06-24
15346,7684,Classic,52461,39026,2026-03-31,2031-03-30
15347,7685,Gold,184238,58663,2025-10-12,2030-10-11
15348,7686,Gold,204696,198938,2025-01-31,2030-01-30
15349,7686,Gold,262264,188456,2026-05-02,2031-05-01
15350,7687,Classic,110052,43452,2022-08-29,2027-08-28
15351,7687,Classic,157272,71841,2024-11-05,2029-11-04
15352,7687,Classic,182873,72297,2022-08-05,2027-08-04
15353,7688,Classic,85701,84190,2023-11-16,2028-11-14
15354,7688,Classic,91059,69080,2024-05-07,2029-05-06
15355,7689,Classic,117374,70193,2025-02-17,2030-02-16
15356,7689,Classic,110577,88636,2024-01-30,2029-01-28
15357,7690,Classic,62215,61370,2019-02-06,2024-02-05
15358,7690,Classic,112963,92747,2019-06-26,2024-06-24
15359,7690,Classic,81655,39320,2023-08-13,2028-08-11
15360,7691,Classic,107132,72864,2020-09-07,2025-09-06
15361,7692,Classic,62278,54820,2025-06-27,2030-06-26
15362,7693,Classic,92006,56944,2024-01-18,2029-01-16
15363,7693,Classic,99572,40877,2026-03-31,2031-03-30
15364,7694,Classic,250806,170661,2025-11-14,2030-11-13
15365,7694,Classic,291721,196153,2025-04-22,2030-04-21
15366,7695,Classic,51820,29557,2026-01-20,2031-01-19
15367,7695,Classic,120075,76250,2026-01-03,2031-01-02
15368,7696,Business,1315320,1095428,2024-06-10,2029-06-09
15369,7697,Classic,98313,47915,2025-09-06,2030-09-05
15370,7698,Gold,266340,192106,2024-09-18,2029-09-17
15371,7699,Gold,173778,108426,2025-12-30,2030-12-29
15372,7699,Classic,133416,126412,2026-02-06,2031-02-05
15373,7700,Gold,698901,607766,2026-06-04,2031-06-03
15374,7701,Platinum,686624,421658,2025-07-29,2030-07-28
15375,7701,Platinum,654113,287209,2025-03-06,2030-03-05
15376,7701,Platinum,436476,289651,2024-01-08,2029-01-06
15377,7702,Classic,119956,114890,2025-09-05,2030-09-04
15378,7702,Classic,284906,219199,2025-09-29,2030-09-28
15379,7702,Classic,178663,142680,2026-03-13,2031-03-12
15380,7703,Classic,77789,45595,2026-05-26,2031-05-25
15381,7704,Platinum,732826,314306,2025-11-21,2030-11-20
15382,7704,Platinum,630086,563933,2025-06-22,2030-06-21
15383,7704,Platinum,365730,327141,2024-05-04,2029-05-03
15384,7705,Gold,296069,258301,2025-04-14,2030-04-13
